fecha	archivo	algoritmo	cp	minsplit	minbucket	maxdepth	ganancia_promedio	tiempo_promedio	ganancias			
20160927 031955	binaria1	rpart	0	18	18	12	843333.3	209.6828	764166.7	938333.3	794166.7	876666.7
20160927 033038	binaria1	rpart	0	18	9	13	957708.3	200.0628	1011667	1141667	723333.3	954166.7
20160927 033543	binaria1	rpart	0	18	6	13	938333.3	246.3859	1065833	1050833	547500	1089167
20160927 033555	binaria1	rpart	0	18	18	13	843333.3	238.3533	764166.7	938333.3	794166.7	876666.7
20160927 034243	binaria1	rpart	0	19	9.5	9	922291.7	179.3736	954166.7	1132500	648333.3	954166.7
20160927 034328	binaria1	rpart	0	19	6.333333	9	936250	114.5641	936666.7	1061667	648333.3	1098333
20160927 034830	binaria1	rpart	0	19	19	9	843333.3	186.394	764166.7	938333.3	794166.7	876666.7
20160927 035359	binaria1	rpart	0	19	6.333333	10	968541.7	152.997	1065833	1061667	648333.3	1098333
20160927 035536	binaria1	rpart	0	19	9.5	10	922291.7	189.4208	954166.7	1132500	648333.3	954166.7
20160927 035826	binaria1	rpart	0	19	19	10	843333.3	145.6307	764166.7	938333.3	794166.7	876666.7
20160927 040549	binaria1	rpart	0	19	6.333333	11	968541.7	176.2396	1065833	1061667	648333.3	1098333
20160927 040933	binaria1	rpart	0	19	9.5	11	922291.7	206.8814	954166.7	1132500	648333.3	954166.7
20160927 041129	binaria1	rpart	0	19	19	11	843333.3	192.888	764166.7	938333.3	794166.7	876666.7
20160927 041841	binaria1	rpart	0	19	6.333333	12	965833.3	190.0658	1065833	1050833	648333.3	1098333
20160927 042244	binaria1	rpart	0	19	9.5	12	922291.7	195.9707	954166.7	1132500	648333.3	954166.7
20160927 042523	binaria1	rpart	0	19	19	12	843333.3	206.6247	764166.7	938333.3	794166.7	876666.7
20160927 043503	binaria1	rpart	0	19	6.333333	13	921875	243.7807	1065833	1050833	472500	1098333
20160927 043744	binaria1	rpart	0	19	9.5	13	936666.7	223.8034	1011667	1132500	648333.3	954166.7
20160927 043921	binaria1	rpart	0	19	19	13	843333.3	207.9281	764166.7	938333.3	794166.7	876666.7
20160927 044545	binaria1	rpart	0	20	6.666667	9	978333.3	158.7948	936666.7	1060000	818333.3	1098333
20160927 044906	binaria1	rpart	0	20	10	9	939583.3	168.7328	954166.7	1051667	818333.3	934166.7
20160927 044956	binaria1	rpart	0	20	20	9	850416.7	157.2279	764166.7	938333.3	822500	876666.7
20160927 045435	binaria1	rpart	0	20	6.666667	10	1010625	130.9882	1065833	1060000	818333.3	1098333
20160927 050130	binaria1	rpart	0	20	20	10	843333.3	171.3956	764166.7	938333.3	794166.7	876666.7
20160927 050404	binaria1	rpart	0	20	10	10	939583.3	222.2675	954166.7	1051667	818333.3	934166.7
20160927 050629	binaria1	rpart	0	20	6.666667	11	1010625	177.0735	1065833	1060000	818333.3	1098333
20160927 051312	binaria1	rpart	0	20	20	11	843333.3	173.8643	764166.7	938333.3	794166.7	876666.7
20160927 051539	binaria1	rpart	0	20	10	11	939583.3	171.5991	954166.7	1051667	818333.3	934166.7
20160927 052211	binaria1	rpart	0	20	6.666667	12	1010625	233.6397	1065833	1060000	818333.3	1098333
20160927 052628	binaria1	rpart	0	20	20	12	843333.3	197.2185	764166.7	938333.3	794166.7	876666.7
20160927 052931	binaria1	rpart	0	20	10	12	939583.3	206.0343	954166.7	1051667	818333.3	934166.7
20160927 053852	binaria1	rpart	0	20	6.666667	13	966666.7	248.6036	1065833	1060000	642500	1098333
20160927 054047	binaria1	rpart	0	20	10	13	939583.3	166.7829	954166.7	1051667	818333.3	934166.7
20160927 054151	binaria1	rpart	0	20	20	13	843333.3	228.7934	764166.7	938333.3	794166.7	876666.7
20160927 054930	binaria1	rpart	0	21	7	9	943958.3	157.7317	936666.7	1066667	818333.3	954166.7
20160927 055041	binaria1	rpart	0	21	10.5	9	939583.3	147.0955	954166.7	1051667	818333.3	934166.7
20160927 055245	binaria1	rpart	0	21	21	9	850416.7	161.8032	764166.7	938333.3	822500	876666.7
20160927 060027	binaria1	rpart	0	21	7	10	1006667	162.6986	1065833	1066667	818333.3	1075833
20160927 060317	binaria1	rpart	0	21	21	10	850416.7	156.0905	764166.7	938333.3	822500	876666.7
20160927 060426	binaria1	rpart	0	21	10.5	10	939583.3	204.1778	954166.7	1051667	818333.3	934166.7
20160927 061123	binaria1	rpart	0	21	7	11	1006667	162.4559	1065833	1066667	818333.3	1075833
20160927 061613	binaria1	rpart	0	21	21	11	850416.7	192.4045	764166.7	938333.3	822500	876666.7
20160927 061710	binaria1	rpart	0	21	10.5	11	939583.3	189.4443	954166.7	1051667	818333.3	934166.7
20160927 062528	binaria1	rpart	0	21	7	12	1006667	209.4245	1065833	1066667	818333.3	1075833
20160927 062859	binaria1	rpart	0	21	21	12	850416.7	190.0392	764166.7	938333.3	822500	876666.7
20160927 063001	binaria1	rpart	0	21	10.5	12	939583.3	191.3369	954166.7	1051667	818333.3	934166.7
20160927 063907	binaria1	rpart	0	21	7	13	962708.3	202.8374	1065833	1066667	642500	1075833
20160927 064410	binaria1	rpart	0	21	21	13	850416.7	226.0368	764166.7	938333.3	822500	876666.7
20160927 064429	binaria1	rpart	0	21	10.5	13	939583.3	214.5529	954166.7	1051667	818333.3	934166.7
20160927 065008	binaria1	rpart	0	22	7.333333	9	951041.7	163.6993	936666.7	1066667	846666.7	954166.7
20160927 065358	binaria1	rpart	0	22	11	9	944583.3	140.5408	954166.7	1051667	818333.3	954166.7
20160927 065407	binaria1	rpart	0	22	22	9	799583.3	147.5549	764166.7	735000	822500	876666.7
20160927 070115	binaria1	rpart	0	22	7.333333	10	1006667	165.04	1065833	1066667	818333.3	1075833
20160927 070359	binaria1	rpart	0	22	11	10	944583.3	148.6682	954166.7	1051667	818333.3	954166.7
20160927 070556	binaria1	rpart	0	22	22	10	799583.3	175.4054	764166.7	735000	822500	876666.7
20160927 071429	binaria1	rpart	0	22	7.333333	11	1006667	196.812	1065833	1066667	818333.3	1075833
20160927 071619	binaria1	rpart	0	22	11	11	944583.3	183.3832	954166.7	1051667	818333.3	954166.7
20160927 071911	binaria1	rpart	0	22	22	11	799583.3	196.847	764166.7	735000	822500	876666.7
20160927 072718	binaria1	rpart	0	22	11	12	944583.3	162.8949	954166.7	1051667	818333.3	954166.7
20160927 072919	binaria1	rpart	0	22	7.333333	12	1006667	220.576	1065833	1066667	818333.3	1075833
20160927 073318	binaria1	rpart	0	22	22	12	799583.3	210.0935	764166.7	735000	822500	876666.7
20160927 074256	binaria1	rpart	0	22	11	13	944583.3	232.742	954166.7	1051667	818333.3	954166.7
20160927 074401	binaria1	rpart	0	22	22	13	799583.3	159.4976	764166.7	735000	822500	876666.7
20160927 074441	binaria1	rpart	0	22	7.333333	13	962708.3	229.0436	1065833	1066667	642500	1075833
20161019 024652	ternaria_VisaMaster_historicas_test	rpart	0.001	20	10	11	0	0.2777994	0	0	0	
20161019 024722	ternaria_VisaMaster_historicas_test	rpart	0.001	20	10	11	1050833	1.550884	1576667	1126667	449166.7	
20161019 025913	ternaria_VisaMaster_historicas_test	rpart	0.001	20	10	11	1199167	12.78789	1199167			
20161019 030135	ternaria_VisaMaster_historicas_test	rpart	0.001	20	10	11	1193333	19.50145	1193333			
20161019 031903	ternaria_VisaMaster_historicas_test	rpart	0.001	20	10	11	1266667	28.23102	1266667			
20161019 032020	ternaria_VisaMaster_historicas_test	rpart	0.001	20	10	11	1152500	31.9607	1152500			
20161019 032614	ternaria_VisaMaster_historicas	rpart	0.001	20	10	11	1192500	103.2718	1192500			
20161019 033932	ternaria_VisaMaster_historicas	rpart	0	20	10	11	1077292	38.35091	1086667	1116667	975833.3	1130000
20161019 035945	ternaria_VisaMaster	rpart	0	10	5	11	1039375	11.682	1169167	1001667	940000	1046667
20161019 040051	ternaria_VisaMaster	rpart	0	10	5	15	934583.3	15.39344	1078333	921666.7	857500	880833.3
20161019 040215	ternaria_VisaMaster	rpart	0	10	5	20	936875	19.72662	1090833	889166.7	871666.7	895833.3
20161019 040305	ternaria_VisaMaster	rpart	0	20	10	11	1219583	11.61968	1272500	1370833	1015000	1220000
20161019 040410	ternaria_VisaMaster	rpart	0	20	10	15	1165417	15.12866	1272500	1370833	918333.3	1100000
20161019 040532	ternaria_VisaMaster	rpart	0	20	10	20	1165417	19.23709	1272500	1370833	918333.3	1100000
20161019 040622	ternaria_VisaMaster	rpart	0	40	20	11	1218542	11.48993	1120833	1335833	1103333	1314167
20161019 040726	ternaria_VisaMaster	rpart	0	40	20	15	1218542	15.04138	1120833	1335833	1103333	1314167
20161019 040846	ternaria_VisaMaster	rpart	0	40	20	20	1218542	18.97495	1120833	1335833	1103333	1314167
20161019 040937	ternaria_VisaMaster	rpart	0.0001	10	5	11	1039375	11.4531	1169167	1001667	940000	1046667
20161019 041042	ternaria_VisaMaster	rpart	0.0001	10	5	15	934583.3	15.24343	1078333	921666.7	857500	880833.3
20161019 041205	ternaria_VisaMaster	rpart	0.0001	10	5	20	956666.7	19.62291	1090833	906666.7	871666.7	957500
20161019 041256	ternaria_VisaMaster	rpart	0.0001	20	10	11	1219583	11.55993	1272500	1370833	1015000	1220000
20161019 041402	ternaria_VisaMaster	rpart	0.0001	20	10	15	1165417	15.41187	1272500	1370833	918333.3	1100000
20161019 041523	ternaria_VisaMaster	rpart	0.0001	20	10	20	1165417	19.32234	1272500	1370833	918333.3	1100000
20161019 041613	ternaria_VisaMaster	rpart	0.0001	40	20	11	1218542	11.36765	1120833	1335833	1103333	1314167
20161019 041717	ternaria_VisaMaster	rpart	0.0001	40	20	15	1218542	15.04063	1120833	1335833	1103333	1314167
20161019 041837	ternaria_VisaMaster	rpart	0.0001	40	20	20	1218542	18.93924	1120833	1335833	1103333	1314167
20161019 041928	ternaria_VisaMaster	rpart	0.001	10	5	11	1098542	11.49368	1213333	970833.3	1060000	1150000
20161019 042031	ternaria_VisaMaster	rpart	0.001	10	5	15	1068542	14.68205	1213333	946666.7	964166.7	1150000
20161019 042150	ternaria_VisaMaster	rpart	0.001	10	5	20	1068542	18.96997	1213333	946666.7	964166.7	1150000
20161019 042240	ternaria_VisaMaster	rpart	0.001	20	10	11	1232292	11.35505	1270833	1352500	1030000	1275833
20161019 042344	ternaria_VisaMaster	rpart	0.001	20	10	15	1208125	14.81716	1270833	1352500	933333.3	1275833
20161019 042503	ternaria_VisaMaster	rpart	0.001	20	10	20	1208125	18.79483	1270833	1352500	933333.3	1275833
20161019 042552	ternaria_VisaMaster	rpart	0.001	40	20	11	1123750	11.28567	1120833	1335833	889166.7	1149167
20161019 042655	ternaria_VisaMaster	rpart	0.001	40	20	15	1123750	14.56558	1120833	1335833	889166.7	1149167
20161019 042811	ternaria_VisaMaster	rpart	0.001	40	20	20	1123750	18.0244	1120833	1335833	889166.7	1149167
20161019 042900	ternaria_VisaMaster	rpart	0.005	10	5	11	489375	11.08215	500000	534166.7	315000	608333.3
20161019 043000	ternaria_VisaMaster	rpart	0.005	10	5	15	489375	13.97932	500000	534166.7	315000	608333.3
20161019 043112	ternaria_VisaMaster	rpart	0.005	10	5	20	489375	17.04609	500000	534166.7	315000	608333.3
20161019 043200	ternaria_VisaMaster	rpart	0.005	20	10	11	493750	10.90652	500000	534166.7	339166.7	601666.7
20161019 043300	ternaria_VisaMaster	rpart	0.005	20	10	15	493750	14.04783	500000	534166.7	339166.7	601666.7
20161019 043411	ternaria_VisaMaster	rpart	0.005	20	10	20	493750	16.68472	500000	534166.7	339166.7	601666.7
20161019 043459	ternaria_VisaMaster	rpart	0.005	40	20	11	510000	10.89073	492500	534166.7	411666.7	601666.7
20161019 043557	ternaria_VisaMaster	rpart	0.005	40	20	15	510000	13.65687	492500	534166.7	411666.7	601666.7
20161019 043708	ternaria_VisaMaster	rpart	0.005	40	20	20	510000	16.59575	492500	534166.7	411666.7	601666.7
20161019 043757	ternaria_VisaMaster	rpart	0	10	1.666667	11	727708.3	11.14568	724166.7	551666.7	901666.7	733333.3
20161019 043901	ternaria_VisaMaster	rpart	0	10	1.666667	15	647500	14.77134	600000	506666.7	749166.7	734166.7
20161019 044026	ternaria_VisaMaster	rpart	0	10	1.666667	20	533750	19.51914	504166.7	456666.7	645000	529166.7
20161019 044115	ternaria_VisaMaster	rpart	0	20	3.333333	11	1160417	11.11914	1288333	1194167	1129167	1030000
20161019 044219	ternaria_VisaMaster	rpart	0	20	3.333333	15	1138333	15.12985	1296667	1195000	968333.3	1093333
20161019 044341	ternaria_VisaMaster	rpart	0	20	3.333333	20	1160625	19.21358	1265833	1208333	965833.3	1202500
20161019 044429	ternaria_VisaMaster	rpart	0	40	6.666667	11	1181875	11.05657	1287500	1145000	1056667	1238333
20161019 044533	ternaria_VisaMaster	rpart	0	40	6.666667	15	1142917	14.7699	1287500	1145000	1056667	1082500
20161019 044652	ternaria_VisaMaster	rpart	0	40	6.666667	20	1142917	18.90348	1287500	1145000	1056667	1082500
20161019 044741	ternaria_VisaMaster	rpart	0.0001	10	1.666667	11	727708.3	11.09508	724166.7	551666.7	901666.7	733333.3
20161019 044846	ternaria_VisaMaster	rpart	0.0001	10	1.666667	15	647500	14.95152	600000	506666.7	749166.7	734166.7
20161019 045010	ternaria_VisaMaster	rpart	0.0001	10	1.666667	20	535833.3	19.40515	504166.7	465000	645000	529166.7
20161019 045100	ternaria_VisaMaster	rpart	0.0001	20	3.333333	11	1160417	11.37203	1288333	1194167	1129167	1030000
20161019 045204	ternaria_VisaMaster	rpart	0.0001	20	3.333333	15	1138333	14.94775	1296667	1195000	968333.3	1093333
20161019 045325	ternaria_VisaMaster	rpart	0.0001	20	3.333333	20	1157708	19.08746	1277500	1208333	965833.3	1179167
20161019 045414	ternaria_VisaMaster	rpart	0.0001	40	6.666667	11	1181875	11.13069	1287500	1145000	1056667	1238333
20161019 045517	ternaria_VisaMaster	rpart	0.0001	40	6.666667	15	1142917	14.80433	1287500	1145000	1056667	1082500
20161019 045638	ternaria_VisaMaster	rpart	0.0001	40	6.666667	20	1142917	18.98882	1287500	1145000	1056667	1082500
20161019 045728	ternaria_VisaMaster	rpart	0.001	10	1.666667	11	827500	11.45167	768333.3	619166.7	1023333	899166.7
20161019 045832	ternaria_VisaMaster	rpart	0.001	10	1.666667	15	724166.7	14.72439	747500	507500	962500	679166.7
20161019 045953	ternaria_VisaMaster	rpart	0.001	10	1.666667	20	718125	19.21569	747500	507500	938333.3	679166.7
20161019 050042	ternaria_VisaMaster	rpart	0.001	20	3.333333	11	1227708	11.26795	1300833	1185833	1095000	1329167
20161019 050145	ternaria_VisaMaster	rpart	0.001	20	3.333333	15	1210208	14.69255	1300833	1185833	1025000	1329167
20161019 050306	ternaria_VisaMaster	rpart	0.001	20	3.333333	20	1210208	19.01986	1300833	1185833	1025000	1329167
20161019 050355	ternaria_VisaMaster	rpart	0.001	40	6.666667	11	1099583	11.19484	1046667	1145000	1056667	1150000
20161019 050458	ternaria_VisaMaster	rpart	0.001	40	6.666667	15	1099583	14.70649	1046667	1145000	1056667	1150000
20161019 050618	ternaria_VisaMaster	rpart	0.001	40	6.666667	20	1099583	18.88119	1046667	1145000	1056667	1150000
20161019 050706	ternaria_VisaMaster	rpart	0.005	10	1.666667	11	489375	11.04853	500000	534166.7	315000	608333.3
20161019 050807	ternaria_VisaMaster	rpart	0.005	10	1.666667	15	489375	14.2817	500000	534166.7	315000	608333.3
20161019 050921	ternaria_VisaMaster	rpart	0.005	10	1.666667	20	489375	17.36363	500000	534166.7	315000	608333.3
20161019 051009	ternaria_VisaMaster	rpart	0.005	20	3.333333	11	489375	10.94967	500000	534166.7	315000	608333.3
20161019 051109	ternaria_VisaMaster	rpart	0.005	20	3.333333	15	489375	14.06409	500000	534166.7	315000	608333.3
20161019 051221	ternaria_VisaMaster	rpart	0.005	20	3.333333	20	489375	17.05048	500000	534166.7	315000	608333.3
20161019 051309	ternaria_VisaMaster	rpart	0.005	40	6.666667	11	493750	10.87668	500000	534166.7	339166.7	601666.7
20161019 051410	ternaria_VisaMaster	rpart	0.005	40	6.666667	15	493750	14.16342	500000	534166.7	339166.7	601666.7
20161019 051521	ternaria_VisaMaster	rpart	0.005	40	6.666667	20	493750	16.81463	500000	534166.7	339166.7	601666.7
20161019 051611	ternaria_VisaMaster	rpart	0	10	1.25	11	727708.3	11.18601	724166.7	551666.7	901666.7	733333.3
20161019 051716	ternaria_VisaMaster	rpart	0	10	1.25	15	647500	14.86952	600000	506666.7	749166.7	734166.7
20161019 051839	ternaria_VisaMaster	rpart	0	10	1.25	20	533750	19.43076	504166.7	456666.7	645000	529166.7
20161019 051929	ternaria_VisaMaster	rpart	0	20	2.5	11	1126667	11.22842	1234167	1169167	1133333	970000
20161019 052032	ternaria_VisaMaster	rpart	0	20	2.5	15	1096042	14.75067	1207500	1165833	1062500	948333.3
20161019 052153	ternaria_VisaMaster	rpart	0	20	2.5	20	1143750	19.0058	1150000	1163333	1044167	1217500
20161019 052242	ternaria_VisaMaster	rpart	0	40	5	11	1194375	11.11036	1300000	1264167	994166.7	1219167
20161019 052345	ternaria_VisaMaster	rpart	0	40	5	15	1194375	14.66138	1300000	1264167	994166.7	1219167
20161019 052504	ternaria_VisaMaster	rpart	0	40	5	20	1197083	18.74515	1300000	1275000	994166.7	1219167
20161019 052553	ternaria_VisaMaster	rpart	0.0001	10	1.25	11	727708.3	11.14944	724166.7	551666.7	901666.7	733333.3
20161019 052657	ternaria_VisaMaster	rpart	0.0001	10	1.25	15	647500	14.79799	600000	506666.7	749166.7	734166.7
20161019 052820	ternaria_VisaMaster	rpart	0.0001	10	1.25	20	535833.3	19.08302	504166.7	465000	645000	529166.7
20161019 052909	ternaria_VisaMaster	rpart	0.0001	20	2.5	11	1126667	11.13445	1234167	1169167	1133333	970000
20161019 053012	ternaria_VisaMaster	rpart	0.0001	20	2.5	15	1096042	14.64902	1207500	1165833	1062500	948333.3
20161019 053133	ternaria_VisaMaster	rpart	0.0001	20	2.5	20	1147708	19.10696	1150000	1165833	1057500	1217500
20161019 053223	ternaria_VisaMaster	rpart	0.0001	40	5	11	1194375	11.27264	1300000	1264167	994166.7	1219167
20161019 053326	ternaria_VisaMaster	rpart	0.0001	40	5	15	1194375	14.83483	1300000	1264167	994166.7	1219167
20161019 053446	ternaria_VisaMaster	rpart	0.0001	40	5	20	1194375	18.75467	1300000	1264167	994166.7	1219167
20161019 053535	ternaria_VisaMaster	rpart	0.001	10	1.25	11	827500	11.14531	768333.3	619166.7	1023333	899166.7
20161019 053638	ternaria_VisaMaster	rpart	0.001	10	1.25	15	724166.7	14.7303	747500	507500	962500	679166.7
20161019 053759	ternaria_VisaMaster	rpart	0.001	10	1.25	20	718125	19.21697	747500	507500	938333.3	679166.7
20161019 053848	ternaria_VisaMaster	rpart	0.001	20	2.5	11	1201250	11.10983	1300833	1181667	1079167	1243333
20161019 053951	ternaria_VisaMaster	rpart	0.001	20	2.5	15	1202083	14.58987	1300833	1181667	1082500	1243333
20161019 054110	ternaria_VisaMaster	rpart	0.001	20	2.5	20	1202083	18.79722	1300833	1181667	1082500	1243333
20161019 054158	ternaria_VisaMaster	rpart	0.001	40	5	11	1093958	11.03135	1046667	1146667	1032500	1150000
20161019 054301	ternaria_VisaMaster	rpart	0.001	40	5	15	1093958	14.51104	1046667	1146667	1032500	1150000
20161019 054420	ternaria_VisaMaster	rpart	0.001	40	5	20	1093958	18.67757	1046667	1146667	1032500	1150000
20161019 054507	ternaria_VisaMaster	rpart	0.005	10	1.25	11	489375	10.96785	500000	534166.7	315000	608333.3
20161019 054608	ternaria_VisaMaster	rpart	0.005	10	1.25	15	489375	14.23776	500000	534166.7	315000	608333.3
20161019 054722	ternaria_VisaMaster	rpart	0.005	10	1.25	20	489375	17.29456	500000	534166.7	315000	608333.3
20161019 054810	ternaria_VisaMaster	rpart	0.005	20	2.5	11	489375	11.10713	500000	534166.7	315000	608333.3
20161019 054911	ternaria_VisaMaster	rpart	0.005	20	2.5	15	489375	14.20065	500000	534166.7	315000	608333.3
20161019 055024	ternaria_VisaMaster	rpart	0.005	20	2.5	20	489375	17.23524	500000	534166.7	315000	608333.3
20161019 055111	ternaria_VisaMaster	rpart	0.005	40	5	11	487708.3	10.79889	500000	534166.7	315000	601666.7
20161019 055211	ternaria_VisaMaster	rpart	0.005	40	5	15	487708.3	14.02502	500000	534166.7	315000	601666.7
20161019 055323	ternaria_VisaMaster	rpart	0.005	40	5	20	487708.3	16.74272	500000	534166.7	315000	601666.7
20161022 161217	binaria2_VisaMaster_weights_corteProb	rpart	0	18	18	9	913750	6.748967	778333.3	807500	974166.7	1095000
20161022 161303	binaria2_VisaMaster_weights_corteProb	rpart	0	18	18	10	831458.3	7.216944	580833.3	783333.3	998333.3	963333.3
20161022 161352	binaria2_VisaMaster_weights_corteProb	rpart	0	18	18	11	790625	7.738164	560000	709166.7	925000	968333.3
20161022 161443	binaria2_VisaMaster_weights_corteProb	rpart	0	18	18	12	808333.3	8.30232	597500	704166.7	937500	994166.7
20161022 161536	binaria2_VisaMaster_weights_corteProb	rpart	0	18	18	13	780416.7	8.69803	561666.7	712500	935833.3	911666.7
20161022 161620	binaria2_VisaMaster_weights_corteProb	rpart	0	19	19	9	911875	6.786699	778333.3	800000	974166.7	1095000
20161022 161853	binaria2_VisaMaster_weights_corteProb	rpart	0	10	10	6	986458.3	5.023109	803333.3	1063333	1112500	966666.7
20161022 161930	binaria2_VisaMaster_weights_corteProb	rpart	0	10	10	7	957083.3	5.723816	578333.3	1085833	1059167	1105000
20161022 162011	binaria2_VisaMaster_weights_corteProb	rpart	0	10	10	8	978333.3	6.361555	813333.3	1055000	995000	1050000
20161022 162055	binaria2_VisaMaster_weights_corteProb	rpart	0	10	10	9	903750	6.791435	783333.3	785000	951666.7	1095000
20161022 162140	binaria2_VisaMaster_weights_corteProb	rpart	0	10	10	10	817083.3	7.202657	568333.3	760833.3	975833.3	963333.3
20161022 162212	binaria2_VisaMaster_weights_corteProb	rpart	0	20	20	6	987708.3	4.952178	789166.7	1082500	1112500	966666.7
20161022 162247	binaria2_VisaMaster_weights_corteProb	rpart	0	20	20	7	962083.3	5.461977	578333.3	1083333	1081667	1105000
20161022 162327	binaria2_VisaMaster_weights_corteProb	rpart	0	20	20	8	987708.3	6.110104	813333.3	1070000	1017500	1050000
20161022 162638	binaria2_VisaMaster_weights_corteProb	rpart	0	10	10	4	1067917	3.667698	782500	1048333	1170833	1270000
20161022 162706	binaria2_VisaMaster_weights_corteProb	rpart	0	10	10	5	1047083	4.380155	802500	1027500	1095833	1262500
20161022 162737	binaria2_VisaMaster_weights_corteProb	rpart	0	10	10	6	986458.3	4.894582	803333.3	1063333	1112500	966666.7
20161022 162813	binaria2_VisaMaster_weights_corteProb	rpart	0	10	10	7	957083.3	5.454867	578333.3	1085833	1059167	1105000
20161022 162853	binaria2_VisaMaster_weights_corteProb	rpart	0	10	10	8	978333.3	6.089997	813333.3	1055000	995000	1050000
20161022 162936	binaria2_VisaMaster_weights_corteProb	rpart	0	10	10	9	903750	6.698035	783333.3	785000	951666.7	1095000
20161022 163021	binaria2_VisaMaster_weights_corteProb	rpart	0	10	10	10	817083.3	7.062714	568333.3	760833.3	975833.3	963333.3
20161022 163045	binaria2_VisaMaster_weights_corteProb	rpart	0	20	20	4	1067083	3.674171	782500	1045000	1170833	1270000
20161022 163112	binaria2_VisaMaster_weights_corteProb	rpart	0	20	20	5	1047292	4.318835	807500	1023333	1095833	1262500
20161022 163145	binaria2_VisaMaster_weights_corteProb	rpart	0	20	20	6	987708.3	4.946872	789166.7	1082500	1112500	966666.7
20161022 163224	binaria2_VisaMaster_weights_corteProb	rpart	0	20	20	7	962083.3	5.969403	578333.3	1083333	1081667	1105000
20161022 163308	binaria2_VisaMaster_weights_corteProb	rpart	0	20	20	8	987708.3	6.531096	813333.3	1070000	1017500	1050000
20161022 163353	binaria2_VisaMaster_weights_corteProb	rpart	0	20	20	9	911875	6.742397	778333.3	800000	974166.7	1095000
20161022 163443	binaria1_VisaMaster_weights_corteProb	rpart	0	10	10	4	0	4.451902	0	0	0	0
20161022 163446	binaria2_VisaMaster_weights_corteProb	rpart	0	20	20	10	826041.7	8.28372	580833.3	761666.7	998333.3	963333.3
20161022 163516	binaria2_VisaMaster_weights_corteProb	rpart	0	50	50	4	1089583	4.670356	795833.3	1045000	1247500	1270000
20161022 163517	binaria1_VisaMaster_weights_corteProb	rpart	0	10	10	5	0	5.221015	0	0	0	0
20161022 163548	binaria2_VisaMaster_weights_corteProb	rpart	0	50	50	5	1070417	4.964908	813333.3	1033333	1172500	1262500
20161022 163622	binaria2_VisaMaster_weights_corteProb	rpart	0	50	50	6	1002292	5.261369	751666.7	1091667	1189167	976666.7
20161022 163700	binaria2_VisaMaster_weights_corteProb	rpart	0	50	50	7	1011042	5.799992	685833.3	1098333	1155000	1105000
20161022 163742	binaria2_VisaMaster_weights_corteProb	rpart	0	50	50	8	1036250	6.465568	910833.3	1080833	1090000	1063333
20161022 163828	binaria2_VisaMaster_weights_corteProb	rpart	0	50	50	9	989791.7	6.980995	874166.7	901666.7	1075000	1108333
20161022 164148	binaria2_VisaMaster_weights_corteProb	rpart	0	10	10	4	1179167	3.853303	1263333	785000	1242500	1425833
20161022 164259	binaria2_VisaMaster_weights_15_corteProb	rpart	0	10	10	4	1179167	3.826939	1263333	785000	1242500	1425833
20161022 164329	binaria2_VisaMaster_weights_15_corteProb	rpart	0	10	10	5	1171042	4.633054	1284167	800000	1000000	1600000
20161022 164403	binaria2_VisaMaster_weights_15_corteProb	rpart	0	10	10	6	1153542	5.155922	1271667	717500	1106667	1518333
20161022 164440	binaria2_VisaMaster_weights_15_corteProb	rpart	0	10	10	7	971250	5.619168	1105000	660833.3	1034167	1085000
20161022 164520	binaria2_VisaMaster_weights_15_corteProb	rpart	0	10	10	8	825000	6.200663	743333.3	574166.7	905000	1077500
20161022 164602	binaria2_VisaMaster_weights_15_corteProb	rpart	0	10	10	9	771458.3	6.571325	690833.3	495833.3	951666.7	947500
20161022 164649	binaria2_VisaMaster_weights_15_corteProb	rpart	0	10	10	10	760000	7.278027	747500	495000	932500	865000
20161022 164715	binaria2_VisaMaster_weights_15_corteProb	rpart	0	20	20	4	1179167	4.025211	1263333	785000	1242500	1425833
20161022 164740	binaria1_VisaMaster_weights_corteProb	rpart	0	10	10	4	1034583	4.60918	913333.3	1259167	1263333	702500
20161022 164748	binaria2_VisaMaster_weights_15_corteProb	rpart	0	20	20	5	1172500	5.1698	1290000	800000	1000000	1600000
20161022 164812	binaria1_VisaMaster_weights_corteProb	rpart	0	10	10	5	1080208	5.177134	883333.3	1288333	1253333	895833.3
20161022 164827	binaria2_VisaMaster_weights_15_corteProb	rpart	0	20	20	6	1157083	5.946347	1283333	717500	1109167	1518333
20161022 164849	binaria1_VisaMaster_weights_corteProb	rpart	0	10	10	6	812291.7	5.82522	902500	1034167	679166.7	633333.3
20161022 164908	binaria2_VisaMaster_weights_15_corteProb	rpart	0	20	20	7	972291.7	6.447817	1076667	660833.3	1066667	1085000
20161022 164931	binaria1_VisaMaster_weights_corteProb	rpart	0	10	10	7	827500	7.06217	821666.7	910000	905000	673333.3
20161022 164957	binaria2_VisaMaster_weights_15_corteProb	rpart	0	20	20	8	818333.3	7.563273	722500	557500	922500	1070833
20161022 165014	binaria1_VisaMaster_weights_corteProb	rpart	0	10	10	8	642708.3	6.994551	832500	988333.3	441666.7	308333.3
20161022 165048	binaria2_VisaMaster_weights_15_corteProb	rpart	0	20	20	9	766875	7.979326	658333.3	500000	968333.3	940833.3
20161022 165102	binaria1_VisaMaster_weights_corteProb	rpart	0	10	10	9	627500	8.320002	755000	1033333	401666.7	320000
