fecha	archivo	algoritmo	cp	minsplit	minbucket	maxdepth	ganancia_promedio	tiempo_promedio	ganancias			
20161022 181215	binaria2_VisaMaster_weights_15_corteProb	rpart	0	10	3.333333	6	1155208	5.533032	1271667	717500	1113333	1518333
20161022 181221	binaria1_VisaMaster_weights_corteProb	rpart	0	10	3.333333	4	1035833	4.322665	913333.3	1259167	1268333	702500
20161022 181252	binaria1_VisaMaster_weights_corteProb	rpart	0	10	3.333333	5	1080208	4.882078	883333.3	1288333	1253333	895833.3
20161022 181256	binaria2_VisaMaster_weights_15_corteProb	rpart	0	10	3.333333	7	967291.7	6.468405	1080000	664166.7	1040000	1085000
20161022 181326	binaria1_VisaMaster_weights_corteProb	rpart	0	10	3.333333	6	813125	5.615988	902500	1034167	679166.7	636666.7
20161022 181341	binaria2_VisaMaster_weights_15_corteProb	rpart	0	10	3.333333	8	852500	7.078813	749166.7	627500	906666.7	1126667
20161022 181406	binaria1_VisaMaster_weights_corteProb	rpart	0	10	3.333333	7	830208.3	6.380359	821666.7	910833.3	910833.3	677500
20161022 181431	binaria2_VisaMaster_weights_15_corteProb	rpart	0	10	3.333333	9	773125	7.904131	711666.7	440000	929166.7	1011667
20161022 181447	binaria1_VisaMaster_weights_corteProb	rpart	0	10	3.333333	8	642916.7	6.916258	832500	989166.7	441666.7	308333.3
20161022 181524	binaria2_VisaMaster_weights_15_corteProb	rpart	0	10	3.333333	10	755625	8.684173	707500	430000	909166.7	975833.3
20161022 181534	binaria1_VisaMaster_weights_corteProb	rpart	0	10	3.333333	9	633958.3	7.957855	755000	1034167	426666.7	320000
20161022 181552	binaria2_VisaMaster_weights_15_corteProb	rpart	0	20	6.666667	4	1179167	4.336835	1263333	785000	1242500	1425833
20161022 181621	binaria1_VisaMaster_weights_corteProb	rpart	0	10	3.333333	10	591250	8.191228	725833.3	832500	380833.3	425833.3
20161022 181624	binaria2_VisaMaster_weights_15_corteProb	rpart	0	20	6.666667	5	1173125	4.939046	1290000	800000	1002500	1600000
20161022 181649	binaria1_VisaMaster_weights_corteProb	rpart	0	20	6.666667	4	1035833	4.288	913333.3	1259167	1268333	702500
20161022 181701	binaria2_VisaMaster_weights_15_corteProb	rpart	0	20	6.666667	6	1158750	5.725	1283333	717500	1115833	1518333
20161022 181720	binaria1_VisaMaster_weights_corteProb	rpart	0	20	6.666667	5	1080208	5.037936	883333.3	1288333	1253333	895833.3
20161022 181743	binaria2_VisaMaster_weights_15_corteProb	rpart	0	20	6.666667	7	968541.7	6.431959	1051667	664166.7	1073333	1085000
20161022 181755	binaria1_VisaMaster_weights_corteProb	rpart	0	20	6.666667	6	815416.7	5.562943	902500	1014167	679166.7	665833.3
20161022 181829	binaria2_VisaMaster_weights_15_corteProb	rpart	0	20	6.666667	8	846250	7.188992	723333.3	620833.3	920833.3	1120000
20161022 181834	binaria1_VisaMaster_weights_corteProb	rpart	0	20	6.666667	7	834166.7	6.326021	821666.7	889166.7	918333.3	707500
20161022 181917	binaria1_VisaMaster_weights_corteProb	rpart	0	20	6.666667	8	649583.3	7.111247	832500	970833.3	440833.3	354166.7
20161022 181919	binaria2_VisaMaster_weights_15_corteProb	rpart	0	20	6.666667	9	821666.7	7.929186	707500	580833.3	947500	1050833
20161022 182003	binaria1_VisaMaster_weights_corteProb	rpart	0	20	6.666667	9	640625	7.564272	755000	1015833	425833.3	365833.3
20161022 182012	binaria2_VisaMaster_weights_15_corteProb	rpart	0	20	6.666667	10	806666.7	8.401071	711666.7	571666.7	978333.3	965000
20161022 182040	binaria2_VisaMaster_weights_15_corteProb	rpart	0	50	16.66667	4	1160417	4.218646	1278333	785000	1242500	1335833
20161022 182052	binaria1_VisaMaster_weights_corteProb	rpart	0	20	6.666667	10	598333.3	8.26155	720833.3	820833.3	380000	471666.7
20161022 182112	binaria2_VisaMaster_weights_15_corteProb	rpart	0	50	16.66667	5	1137083	5.059682	1245833	800000	992500	1510000
20161022 182119	binaria1_VisaMaster_weights_corteProb	rpart	0	50	16.66667	4	1035833	4.259615	913333.3	1259167	1268333	702500
20161022 182149	binaria2_VisaMaster_weights_15_corteProb	rpart	0	50	16.66667	6	1151458	5.676691	1229167	740000	1200833	1435833
20161022 182150	binaria1_VisaMaster_weights_corteProb	rpart	0	50	16.66667	5	1073750	4.871949	883333.3	1259167	1253333	899166.7
20161022 182225	binaria1_VisaMaster_weights_corteProb	rpart	0	50	16.66667	6	824583.3	5.700974	902500	945000	778333.3	672500
20161022 182231	binaria2_VisaMaster_weights_15_corteProb	rpart	0	50	16.66667	7	994583.3	6.469852	1007500	653333.3	1060833	1256667
20161022 182304	binaria1_VisaMaster_weights_corteProb	rpart	0	50	16.66667	7	829583.3	6.481457	821666.7	905000	870833.3	720833.3
20161022 182318	binaria2_VisaMaster_weights_15_corteProb	rpart	0	50	16.66667	8	1022292	7.297337	1140000	653333.3	994166.7	1301667
20161022 182347	binaria1_VisaMaster_weights_corteProb	rpart	0	50	16.66667	8	670000	6.904001	832500	986666.7	470000	390833.3
20161022 182408	binaria2_VisaMaster_weights_15_corteProb	rpart	0	50	16.66667	9	1003542	7.696668	1124167	620833.3	1029167	1240000
20161022 182434	binaria1_VisaMaster_weights_corteProb	rpart	0	50	16.66667	9	735208.3	7.844764	755000	1031667	681666.7	472500
20161022 182503	binaria2_VisaMaster_weights_15_corteProb	rpart	0	50	16.66667	10	1017292	8.609248	1126667	611666.7	1047500	1283333
20161022 182525	binaria1_VisaMaster_weights_corteProb	rpart	0	50	16.66667	10	698541.7	8.50283	720833.3	841666.7	679166.7	552500
20161022 182533	binaria2_VisaMaster_weights_15_corteProb	rpart	0	100	33.33333	4	1159792	4.650144	1278333	782500	1242500	1335833
20161022 182552	binaria1_VisaMaster_weights_corteProb	rpart	0	100	33.33333	4	1045208	4.269008	913333.3	1259167	1283333	725000
20161022 182605	binaria2_VisaMaster_weights_15_corteProb	rpart	0	100	33.33333	5	1158958	4.951423	1245833	789166.7	1090833	1510000
20161022 182623	binaria1_VisaMaster_weights_corteProb	rpart	0	100	33.33333	5	1086042	4.984625	883333.3	1259167	1280000	921666.7
20161022 182642	binaria2_VisaMaster_weights_15_corteProb	rpart	0	100	33.33333	6	1161042	5.843579	1241667	762500	1302500	1337500
20161022 182700	binaria1_VisaMaster_weights_corteProb	rpart	0	100	33.33333	6	956458.3	6.085789	902500	1027500	1200833	695000
20161022 182725	binaria2_VisaMaster_weights_15_corteProb	rpart	0	100	33.33333	7	1085417	6.44787	1055000	792500	1230000	1264167
20161022 182741	binaria1_VisaMaster_weights_corteProb	rpart	0	100	33.33333	7	950416.7	6.463505	821666.7	935000	1301667	743333.3
20161022 182812	binaria2_VisaMaster_weights_15_corteProb	rpart	0	100	33.33333	8	1137708	7.330058	1207500	817500	1237500	1288333
20161022 182825	binaria1_VisaMaster_weights_corteProb	rpart	0	100	33.33333	8	847291.7	7.211869	832500	996666.7	1159167	400833.3
20161022 182908	binaria2_VisaMaster_weights_15_corteProb	rpart	0	100	33.33333	9	1113542	8.477839	1185833	780000	1261667	1226667
20161022 182915	binaria1_VisaMaster_weights_corteProb	rpart	0	100	33.33333	9	842916.7	8.26767	755000	1001667	1132500	482500
20161022 183002	binaria2_VisaMaster_weights_15_corteProb	rpart	0	100	33.33333	10	1114167	8.354507	1184167	795833.3	1206667	1270000
20161022 183004	binaria1_VisaMaster_weights_corteProb	rpart	0	100	33.33333	10	803125	8.023828	707500	819166.7	1131667	554166.7
20161022 183029	binaria2_VisaMaster_weights_15_corteProb	rpart	0.001	10	3.333333	4	1190208	4.305413	1310000	782500	1242500	1425833
20161022 183031	binaria1_VisaMaster_weights_corteProb	rpart	0.001	10	3.333333	4	1035833	4.258373	913333.3	1259167	1268333	702500
20161022 183101	binaria2_VisaMaster_weights_15_corteProb	rpart	0.001	10	3.333333	5	1171042	5.116348	1290000	791666.7	1002500	1600000
20161022 183102	binaria1_VisaMaster_weights_corteProb	rpart	0.001	10	3.333333	5	1081458	5.058323	881666.7	1288333	1253333	902500
20161022 183137	binaria1_VisaMaster_weights_corteProb	rpart	0.001	10	3.333333	6	862083.3	5.861381	926666.7	1073333	778333.3	670000
20161022 183138	binaria2_VisaMaster_weights_15_corteProb	rpart	0.001	10	3.333333	6	1195000	5.988986	1283333	707500	1262500	1526667
20161022 183224	binaria1_VisaMaster_weights_corteProb	rpart	0.001	10	3.333333	7	902916.7	7.625955	921666.7	1059167	918333.3	712500
20161022 183228	binaria2_VisaMaster_weights_15_corteProb	rpart	0.001	10	3.333333	7	1054375	7.998789	1093333	697500	1072500	1354167
20161022 183321	binaria1_VisaMaster_weights_corteProb	rpart	0.001	10	3.333333	8	781458.3	9.10271	930000	1138333	664166.7	393333.3
20161022 183327	binaria2_VisaMaster_weights_15_corteProb	rpart	0.001	10	3.333333	8	1073750	9.275138	1058333	714166.7	1150833	1371667
20161022 183424	binaria1_VisaMaster_weights_corteProb	rpart	0.001	10	3.333333	9	803958.3	10.52032	878333.3	1179167	730000	428333.3
20161022 183435	binaria2_VisaMaster_weights_15_corteProb	rpart	0.001	10	3.333333	9	1037917	11.07489	1020833	650833.3	1180000	1300000
20161022 183532	binaria1_VisaMaster_weights_corteProb	rpart	0.001	10	3.333333	10	775625	11.81837	843333.3	995833.3	729166.7	534166.7
20161022 183549	binaria2_VisaMaster_weights_15_corteProb	rpart	0.001	10	3.333333	10	1036250	12.17841	1050833	638333.3	1186667	1269167
20161022 183611	binaria1_VisaMaster_weights_corteProb	rpart	0.001	20	6.666667	4	1035833	6.099194	913333.3	1259167	1268333	702500
20161022 183628	binaria2_VisaMaster_weights_15_corteProb	rpart	0.001	20	6.666667	4	1190208	6.127008	1310000	782500	1242500	1425833
20161022 183654	binaria1_VisaMaster_weights_corteProb	rpart	0.001	20	6.666667	5	1081458	6.796467	881666.7	1288333	1253333	902500
20161022 183711	binaria2_VisaMaster_weights_15_corteProb	rpart	0.001	20	6.666667	5	1171042	6.775222	1290000	791666.7	1002500	1600000
20161022 183742	binaria1_VisaMaster_weights_corteProb	rpart	0.001	20	6.666667	6	863541.7	7.562611	926666.7	1073333	778333.3	675833.3
20161022 183757	binaria2_VisaMaster_weights_15_corteProb	rpart	0.001	20	6.666667	6	1195000	7.182695	1283333	707500	1262500	1526667
20161022 183821	binaria1_VisaMaster_weights_corteProb	rpart	0.001	20	6.666667	7	904375	6.296145	921666.7	1059167	918333.3	718333.3
20161022 183841	binaria2_VisaMaster_weights_15_corteProb	rpart	0.001	20	6.666667	7	1045208	6.959645	1051667	697500	1077500	1354167
20161022 183916	binaria1_VisaMaster_weights_corteProb	rpart	0.001	20	6.666667	8	781458.3	8.845671	930000	1138333	664166.7	393333.3
20161022 183944	binaria2_VisaMaster_weights_15_corteProb	rpart	0.001	20	6.666667	8	1071875	9.978009	1050833	714166.7	1150833	1371667
20161022 184018	binaria1_VisaMaster_weights_corteProb	rpart	0.001	20	6.666667	9	803958.3	10.45675	878333.3	1179167	730000	428333.3
20161022 184051	binaria2_VisaMaster_weights_15_corteProb	rpart	0.001	20	6.666667	9	1041667	10.77962	1015000	671666.7	1180000	1300000
20161022 184127	binaria1_VisaMaster_weights_corteProb	rpart	0.001	20	6.666667	10	776250	11.92941	843333.3	998333.3	729166.7	534166.7
20161022 184203	binaria2_VisaMaster_weights_15_corteProb	rpart	0.001	20	6.666667	10	1040417	11.87749	1046667	659166.7	1186667	1269167
20161022 184203	binaria1_VisaMaster_weights_corteProb	rpart	0.001	50	16.66667	4	1035833	5.663389	913333.3	1259167	1268333	702500
20161022 184243	binaria2_VisaMaster_weights_15_corteProb	rpart	0.001	50	16.66667	4	1193750	6.324018	1325000	782500	1242500	1425000
20161022 184248	binaria1_VisaMaster_weights_corteProb	rpart	0.001	50	16.66667	5	1073333	7.380306	881666.7	1259167	1253333	899166.7
20161022 184325	binaria2_VisaMaster_weights_15_corteProb	rpart	0.001	50	16.66667	5	1182083	6.562883	1290000	791666.7	1047500	1599167
20161022 184336	binaria1_VisaMaster_weights_corteProb	rpart	0.001	50	16.66667	6	866666.7	7.731276	926666.7	1089167	778333.3	672500
20161022 184414	binaria2_VisaMaster_weights_15_corteProb	rpart	0.001	50	16.66667	6	1205208	7.922301	1295000	730000	1262500	1533333
20161022 184430	binaria1_VisaMaster_weights_corteProb	rpart	0.001	50	16.66667	7	897083.3	8.93107	921666.7	1075000	870833.3	720833.3
20161022 184512	binaria2_VisaMaster_weights_15_corteProb	rpart	0.001	50	16.66667	7	1086042	9.315843	1007500	720000	1195833	1420833
20161022 184530	binaria1_VisaMaster_weights_corteProb	rpart	0.001	50	16.66667	8	801041.7	9.72584	930000	1154167	690000	430000
20161022 184614	binaria2_VisaMaster_weights_15_corteProb	rpart	0.001	50	16.66667	8	1154583	9.877843	1220833	741666.7	1203333	1452500
20161022 184634	binaria1_VisaMaster_weights_corteProb	rpart	0.001	50	16.66667	9	734791.7	10.78111	878333.3	1195000	330833.3	535000
20161022 184725	binaria2_VisaMaster_weights_15_corteProb	rpart	0.001	50	16.66667	9	1124583	11.71465	1185000	710833.3	1240000	1362500
20161022 184745	binaria1_VisaMaster_weights_corteProb	rpart	0.001	50	16.66667	10	801666.7	12.13818	843333.3	1028333	720000	615000
20161022 184821	binaria1_VisaMaster_weights_corteProb	rpart	0.001	100	33.33333	4	1045208	5.805425	913333.3	1259167	1283333	725000
20161022 184841	binaria2_VisaMaster_weights_15_corteProb	rpart	0.001	50	16.66667	10	1119792	12.32581	1195833	698333.3	1258333	1326667
20161022 184903	binaria1_VisaMaster_weights_corteProb	rpart	0.001	100	33.33333	5	1085625	6.627685	881666.7	1259167	1280000	921666.7
20161022 184918	binaria2_VisaMaster_weights_15_corteProb	rpart	0.001	100	33.33333	4	1193750	5.707833	1325000	782500	1242500	1425000
20161022 184951	binaria1_VisaMaster_weights_corteProb	rpart	0.001	100	33.33333	6	982083.3	7.685652	926666.7	1105833	1200833	695000
20161022 185002	binaria2_VisaMaster_weights_15_corteProb	rpart	0.001	100	33.33333	5	1190833	7.006679	1290000	785000	1089167	1599167
20161022 185046	binaria1_VisaMaster_weights_corteProb	rpart	0.001	100	33.33333	7	1002292	8.804368	921666.7	1085000	1301667	700833.3
20161022 185050	binaria2_VisaMaster_weights_15_corteProb	rpart	0.001	100	33.33333	6	1201042	7.599425	1307500	757500	1300833	1438333
20161022 185145	binaria2_VisaMaster_weights_15_corteProb	rpart	0.001	100	33.33333	7	1130208	8.966439	1055000	787500	1250000	1428333
20161022 185146	binaria1_VisaMaster_weights_corteProb	rpart	0.001	100	33.33333	8	811875	10.16331	930000	1164167	713333.3	440000
20161022 185249	binaria2_VisaMaster_weights_15_corteProb	rpart	0.001	100	33.33333	8	1171042	10.38706	1144167	830000	1257500	1452500
20161022 185251	binaria1_VisaMaster_weights_corteProb	rpart	0.001	100	33.33333	9	940208.3	10.8801	878333.3	1205000	1132500	545000
20161022 185355	binaria2_VisaMaster_weights_15_corteProb	rpart	0.001	100	33.33333	9	1166667	11.14732	1231667	790833.3	1281667	1362500
20161022 185359	binaria1_VisaMaster_weights_corteProb	rpart	0.001	100	33.33333	10	906458.3	11.38142	830000	1047500	1131667	616666.7
20161022 185438	binaria1_VisaMaster_weights_corteProb	rpart	0	10	2.5	4	1036667	6.051935	913333.3	1259167	1271667	702500
20161022 185512	binaria2_VisaMaster_weights_15_corteProb	rpart	0.001	100	33.33333	10	1148125	12.23883	1260833	778333.3	1226667	1326667
20161022 185522	binaria1_VisaMaster_weights_corteProb	rpart	0	10	2.5	5	1081667	7.201877	883333.3	1285833	1261667	895833.3
20161022 185549	binaria2_VisaMaster_weights_15_corteProb	rpart	0	10	2.5	4	1179167	5.725791	1263333	785000	1242500	1425833
20161022 185612	binaria1_VisaMaster_weights_corteProb	rpart	0	10	2.5	6	812500	8.082487	902500	1031667	679166.7	636666.7
20161022 185633	binaria2_VisaMaster_weights_15_corteProb	rpart	0	10	2.5	5	1171042	6.997777	1285000	795833.3	1003333	1600000
20161022 185706	binaria1_VisaMaster_weights_corteProb	rpart	0	10	2.5	7	830625	8.801121	821666.7	908333.3	915000	677500
20161022 185723	binaria2_VisaMaster_weights_15_corteProb	rpart	0	10	2.5	6	1155625	7.598067	1272500	716666.7	1115000	1518333
20161022 185806	binaria1_VisaMaster_weights_corteProb	rpart	0	10	2.5	8	642291.7	10.13785	832500	986666.7	441666.7	308333.3
20161022 185821	binaria2_VisaMaster_weights_15_corteProb	rpart	0	10	2.5	7	989791.7	9.170963	1080833	663333.3	1030000	1185000
20161022 185910	binaria1_VisaMaster_weights_corteProb	rpart	0	10	2.5	9	633333.3	11.09801	755000	1031667	426666.7	320000
20161022 185924	binaria2_VisaMaster_weights_15_corteProb	rpart	0	10	2.5	8	871250	10.0913	744166.7	521666.7	983333.3	1235833
20161022 190017	binaria1_VisaMaster_weights_corteProb	rpart	0	10	2.5	10	590833.3	11.78632	725833.3	826666.7	385000	425833.3
20161022 190034	binaria2_VisaMaster_weights_15_corteProb	rpart	0	10	2.5	9	797708.3	11.14414	695000	414166.7	970833.3	1110833
20161022 190055	binaria1_VisaMaster_weights_corteProb	rpart	0	20	5	4	1036667	5.870783	913333.3	1259167	1271667	702500
20161022 190138	binaria1_VisaMaster_weights_corteProb	rpart	0	20	5	5	1081667	6.878545	883333.3	1285833	1261667	895833.3
20161022 190149	binaria2_VisaMaster_weights_15_corteProb	rpart	0	10	2.5	10	784166.7	11.95489	740000	447500	903333.3	1045833
20161022 190227	binaria2_VisaMaster_weights_15_corteProb	rpart	0	20	5	4	1179167	5.958438	1263333	785000	1242500	1425833
20161022 190227	binaria1_VisaMaster_weights_corteProb	rpart	0	20	5	6	814791.7	7.976206	902500	1011667	679166.7	665833.3
20161022 190311	binaria2_VisaMaster_weights_15_corteProb	rpart	0	20	5	5	1172500	6.945542	1290833	795833.3	1003333	1600000
20161022 190322	binaria1_VisaMaster_weights_corteProb	rpart	0	20	5	7	834375	8.962691	821666.7	886666.7	921666.7	707500
20161022 190402	binaria2_VisaMaster_weights_15_corteProb	rpart	0	20	5	6	1159167	8.017472	1284167	716666.7	1117500	1518333
20161022 190421	binaria1_VisaMaster_weights_corteProb	rpart	0	20	5	8	648958.3	9.721928	832500	968333.3	440833.3	354166.7
20161022 190457	binaria2_VisaMaster_weights_15_corteProb	rpart	0	20	5	7	991041.7	8.409063	1052500	663333.3	1063333	1185000
20161022 190525	binaria1_VisaMaster_weights_corteProb	rpart	0	20	5	9	640000	10.71553	755000	1013333	425833.3	365833.3
20161022 190601	binaria2_VisaMaster_weights_15_corteProb	rpart	0	20	5	8	868125	10.07971	736666.7	515000	991666.7	1229167
20161022 190636	binaria1_VisaMaster_weights_corteProb	rpart	0	20	5	10	602083.3	12.36703	720833.3	815000	400833.3	471666.7
20161022 190714	binaria2_VisaMaster_weights_15_corteProb	rpart	0	20	5	9	815416.7	11.64554	708333.3	428333.3	975000	1150000
20161022 190715	binaria1_VisaMaster_weights_corteProb	rpart	0	50	12.5	4	1036667	5.883953	913333.3	1259167	1271667	702500
20161022 190757	binaria1_VisaMaster_weights_corteProb	rpart	0	50	12.5	5	1075833	6.747207	883333.3	1259167	1261667	899166.7
20161022 190828	binaria2_VisaMaster_weights_15_corteProb	rpart	0	20	5	10	778125	11.7313	733333.3	440833.3	903333.3	1035000
20161022 190845	binaria1_VisaMaster_weights_corteProb	rpart	0	50	12.5	6	824583.3	7.87246	902500	945000	778333.3	672500
20161022 190905	binaria2_VisaMaster_weights_15_corteProb	rpart	0	50	12.5	4	1160417	5.778836	1278333	785000	1242500	1335833
20161022 190940	binaria1_VisaMaster_weights_corteProb	rpart	0	50	12.5	7	830416.7	8.914299	821666.7	905000	874166.7	720833.3
20161022 190950	binaria2_VisaMaster_weights_15_corteProb	rpart	0	50	12.5	5	1136042	6.925419	1245833	795833.3	992500	1510000
20161022 191038	binaria1_VisaMaster_weights_corteProb	rpart	0	50	12.5	8	665000	9.453681	832500	986666.7	450000	390833.3
20161022 191040	binaria2_VisaMaster_weights_15_corteProb	rpart	0	50	12.5	6	1145417	7.591988	1229167	739166.7	1177500	1435833
20161022 191138	binaria2_VisaMaster_weights_15_corteProb	rpart	0	50	12.5	7	1006875	9.169241	1007500	652500	1060833	1306667
20161022 191144	binaria1_VisaMaster_weights_corteProb	rpart	0	50	12.5	9	733333.3	11.06478	755000	1031667	674166.7	472500
20161022 191242	binaria2_VisaMaster_weights_15_corteProb	rpart	0	50	12.5	8	1073125	9.632959	1155833	674166.7	1110833	1351667
20161022 191253	binaria1_VisaMaster_weights_corteProb	rpart	0	50	12.5	10	701041.7	11.3316	720833.3	840000	690833.3	552500
20161022 191331	binaria1_VisaMaster_weights_corteProb	rpart	0	100	25	4	1045208	5.972705	913333.3	1259167	1283333	725000
20161022 191355	binaria2_VisaMaster_weights_15_corteProb	rpart	0	50	12.5	9	1034792	11.25594	1127500	595000	1136667	1280000
20161022 191415	binaria1_VisaMaster_weights_corteProb	rpart	0	100	25	5	1086875	6.926	883333.3	1259167	1283333	921666.7
20161022 191455	binaria1_VisaMaster_weights_corteProb	rpart	0	100	25	6	956458.3	6.470453	902500	1027500	1200833	695000
20161022 191500	binaria2_VisaMaster_weights_15_corteProb	rpart	0	50	12.5	10	1054583	10.33342	1147500	607500	1147500	1315833
20161022 191528	binaria2_VisaMaster_weights_15_corteProb	rpart	0	100	25	4	1159792	4.290438	1278333	782500	1242500	1335833
20161022 191534	binaria1_VisaMaster_weights_corteProb	rpart	0	100	25	7	950833.3	6.240317	821666.7	936666.7	1301667	743333.3
20161022 191600	binaria2_VisaMaster_weights_15_corteProb	rpart	0	100	25	5	1157500	5.059617	1245833	785000	1089167	1510000
20161022 191617	binaria1_VisaMaster_weights_corteProb	rpart	0	100	25	8	847291.7	7.030716	832500	996666.7	1159167	400833.3
20161022 191637	binaria2_VisaMaster_weights_15_corteProb	rpart	0	100	25	6	1155000	5.831172	1241667	761666.7	1279167	1337500
20161022 191704	binaria1_VisaMaster_weights_corteProb	rpart	0	100	25	9	842916.7	7.601941	755000	1001667	1132500	482500
20161022 191718	binaria2_VisaMaster_weights_15_corteProb	rpart	0	100	25	7	1097292	6.345643	1055000	791666.7	1228333	1314167
20161022 191754	binaria1_VisaMaster_weights_corteProb	rpart	0	100	25	10	803125	8.371851	707500	819166.7	1131667	554166.7
20161022 191805	binaria2_VisaMaster_weights_15_corteProb	rpart	0	100	25	8	1146875	7.463929	1207500	813333.3	1228333	1338333
20161022 191821	binaria1_VisaMaster_weights_corteProb	rpart	0.001	10	2.5	4	1036667	4.232319	913333.3	1259167	1271667	702500
20161022 191852	binaria1_VisaMaster_weights_corteProb	rpart	0.001	10	2.5	5	1082917	4.996477	881666.7	1285833	1261667	902500
20161022 191856	binaria2_VisaMaster_weights_15_corteProb	rpart	0	100	25	9	1111458	7.880287	1154167	775833.3	1249167	1266667
20161022 191926	binaria1_VisaMaster_weights_corteProb	rpart	0.001	10	2.5	6	862916.7	5.459168	926666.7	1070833	778333.3	675833.3
20161022 191951	binaria2_VisaMaster_weights_15_corteProb	rpart	0	100	25	10	1117083	8.496275	1183333	788333.3	1194167	1302500
20161022 192005	binaria1_VisaMaster_weights_corteProb	rpart	0.001	10	2.5	7	904583.3	6.388192	921666.7	1056667	921666.7	718333.3
20161022 192018	binaria2_VisaMaster_weights_15_corteProb	rpart	0.001	10	2.5	4	1190208	4.293422	1310000	782500	1242500	1425833
20161022 192047	binaria1_VisaMaster_weights_corteProb	rpart	0.001	10	2.5	8	803958.3	7.043739	930000	1135833	756666.7	393333.3
20161022 192050	binaria2_VisaMaster_weights_15_corteProb	rpart	0.001	10	2.5	5	1171458	5.006217	1290833	791666.7	1003333	1600000
20161022 192126	binaria2_VisaMaster_weights_15_corteProb	rpart	0.001	10	2.5	6	1195208	5.738973	1284167	707500	1262500	1526667
20161022 192132	binaria1_VisaMaster_weights_corteProb	rpart	0.001	10	2.5	9	803333.3	7.637511	878333.3	1176667	730000	428333.3
20161022 192207	binaria2_VisaMaster_weights_15_corteProb	rpart	0.001	10	2.5	7	1052500	6.491323	1094167	697500	1064167	1354167
20161022 192221	binaria1_VisaMaster_weights_corteProb	rpart	0.001	10	2.5	10	776458.3	8.336498	843333.3	999166.7	729166.7	534166.7
20161022 192249	binaria1_VisaMaster_weights_corteProb	rpart	0.001	20	5	4	1036667	4.345527	913333.3	1259167	1271667	702500
20161022 192252	binaria2_VisaMaster_weights_15_corteProb	rpart	0.001	10	2.5	8	1067917	7.259377	1050833	714166.7	1135000	1371667
20161022 192320	binaria1_VisaMaster_weights_corteProb	rpart	0.001	20	5	5	1082917	4.92812	881666.7	1285833	1261667	902500
20161022 192340	binaria2_VisaMaster_weights_15_corteProb	rpart	0.001	10	2.5	9	1032292	7.791429	1004167	650833.3	1174167	1300000
20161022 192354	binaria1_VisaMaster_weights_corteProb	rpart	0.001	20	5	6	862916.7	5.657419	926666.7	1070833	778333.3	675833.3
20161022 192433	binaria2_VisaMaster_weights_15_corteProb	rpart	0.001	10	2.5	10	1030833	8.545337	1033333	638333.3	1192500	1259167
20161022 192433	binaria1_VisaMaster_weights_corteProb	rpart	0.001	20	5	7	904583.3	6.271316	921666.7	1056667	921666.7	718333.3
20161022 192500	binaria2_VisaMaster_weights_15_corteProb	rpart	0.001	20	5	4	1190208	4.293695	1310000	782500	1242500	1425833
20161022 192515	binaria1_VisaMaster_weights_corteProb	rpart	0.001	20	5	8	803958.3	6.950395	930000	1135833	756666.7	393333.3
20161022 192532	binaria2_VisaMaster_weights_15_corteProb	rpart	0.001	20	5	5	1171458	4.930729	1290833	791666.7	1003333	1600000
20161022 192601	binaria1_VisaMaster_weights_corteProb	rpart	0.001	20	5	9	803333.3	7.602225	878333.3	1176667	730000	428333.3
20161022 192608	binaria2_VisaMaster_weights_15_corteProb	rpart	0.001	20	5	6	1195208	5.769613	1284167	707500	1262500	1526667
20161022 192649	binaria2_VisaMaster_weights_15_corteProb	rpart	0.001	20	5	7	1042917	6.414217	1052500	697500	1067500	1354167
20161022 192649	binaria1_VisaMaster_weights_corteProb	rpart	0.001	20	5	10	777083.3	8.184817	843333.3	1001667	729166.7	534166.7
20161022 192716	binaria1_VisaMaster_weights_corteProb	rpart	0.001	50	12.5	4	1036667	4.284605	913333.3	1259167	1271667	702500
20161022 192734	binaria2_VisaMaster_weights_15_corteProb	rpart	0.001	20	5	8	1067917	7.235747	1050833	714166.7	1135000	1371667
20161022 192747	binaria1_VisaMaster_weights_corteProb	rpart	0.001	50	12.5	5	1075417	4.918022	881666.7	1259167	1261667	899166.7
20161022 192822	binaria2_VisaMaster_weights_15_corteProb	rpart	0.001	20	5	9	1037500	7.811715	1004167	671666.7	1174167	1300000
20161022 192822	binaria1_VisaMaster_weights_corteProb	rpart	0.001	50	12.5	6	866666.7	5.698971	926666.7	1089167	778333.3	672500
20161022 192901	binaria1_VisaMaster_weights_corteProb	rpart	0.001	50	12.5	7	897916.7	6.313717	921666.7	1075000	874166.7	720833.3
20161022 192915	binaria2_VisaMaster_weights_15_corteProb	rpart	0.001	20	5	10	1036042	8.561417	1033333	659166.7	1192500	1259167
20161022 192942	binaria2_VisaMaster_weights_15_corteProb	rpart	0.001	50	12.5	4	1193750	4.363496	1325000	782500	1242500	1425000
20161022 192943	binaria1_VisaMaster_weights_corteProb	rpart	0.001	50	12.5	8	741041.7	7.095147	930000	1154167	450000	430000
20161022 193019	binaria2_VisaMaster_weights_15_corteProb	rpart	0.001	50	12.5	5	1182083	5.688815	1290000	791666.7	1047500	1599167
20161022 193042	binaria1_VisaMaster_weights_corteProb	rpart	0.001	50	12.5	9	733750	9.136591	878333.3	1195000	326666.7	535000
